Organisation,Year,Account_Number,Country,Industry,Ticker,ISIN,Scope_1,Scope_2,Bio_CO2,Publication_data,Total
Hess Corporation,2013,8274,USA,Energy,HES US,US42809H1077,6023190,508448,NA,2014,6531638
Hikma Pharmaceuticals,2013,8289,United Kingdom,Health Care,HIK LN,GB00B0LCW083,3488,15547,NA,2014,19035
"Hitachi Construction Machinery Co., Ltd.",2013,8332,Japan,Industrials,6305 JP,JP3787000003,51748,119795,1,2014,171544
"Hitachi, Ltd.",2013,8338,Japan,Information Technology,6501 JP,JP3788600009,863728,3024748,NA,2014,3888476
"Hitachi Chemical Company, Ltd.",2013,8351,Japan,Materials,4217 JP,JP3785000005,144500,535200,NA,2014,679700
Hindustan Petroleum Corporation,2013,8358,India,Energy,HPCL IN,INE094A01015,3194949,550631,NA,2014,3745580
"Hino Motors, Ltd.",2013,8362,Japan,Electrical Equipment and Machinery,7205 JP,JP3792600003,166170,231330,NA,2016,397500
Hindustan Zinc,2013,8370,India,Materials,HZ IN,INE267A01025,4576813,174146,NA,2014,4750959
Hiscox,2013,8377,United Kingdom,Financials,HSX LN,BMG4593F1207,445,1656,NA,2014,2101
"Hitachi Metals, Ltd.",2013,8399,Japan,Materials,5486 JP,JP3786200000,395,1178,NA,2014,1573
HOCHTIEF AG,2013,8415,Germany,Industrials,HOT GR,DE0006070006,3438253,234241,NA,2014,3672494
AptarGroup,2013,846,USA,Materials,ATR US,US0383361039,37902,171650,NA,2014,209552
Holmen,2013,8517,Sweden,Materials,HOLMB SS,SE0000109290,254000,35000,1449000,2014,1738000
Holcim Ltd,2013,8525,Switzerland,Materials,HOLN VX,CH0012214059,100091846,6407449,1825366,2014,108324661
"The Home Depot, Inc.",2013,8526,USA,Consumer Discretionary,HD US,US4370761029,321370,2385384,NA,2014,2706754
Hosken Consolidated Investments,2013,8528,South Africa,Industrials,HCI SJ,ZAE000003257,117324,343278,NA,2014,460602
Home Retail Group,2013,8538,United Kingdom,Consumer Discretionary,HOME LN,GB00B19NKB76,105384,139322,NA,2014,244706
Lotte Chemical,2013,8548,South Korea,Materials,011170 KS,KR7011170008,4416747,1469071,NA,2014,5885818
Honeywell International Inc.,2013,8553,USA,Industrials,HON US,US4385161066,4346781,1760651,NA,2014,6107432
Honda Motor Company,2013,8566,Japan,Consumer Discretionary,7267 JP,JP3854600008,1409000,3798000,NA,2014,5207000
Hong Kong Aircraft Engineering,2013,8569,Hong Kong,Industrials,44 HK,HK0044000302,24184,61515,NA,2014,85699
"Hospira, Inc.",2013,8585,USA,Health Care,HSP US,US4410601003,86330,460280,NA,2014,546610
"Host Hotels & Resorts, Inc.",2013,8587,USA,Financials,HST US,US44107P1049,130778,459278,NA,2014,590056
HSBC Holdings plc,2013,8611,United Kingdom,Financials,HSBA LN,GB0005405286,55648,627728,28104,2014,711480
Hyder Consulting (UK) Ltd,2013,8626,United Kingdom,Industrials,HYC LN,GB0032072174,615,670,NA,2014,1285
Huber + Suhner AG,2013,8633,Switzerland,Industrials,HUBN SW,CH0030380734,4044,14973,NA,2014,19017
HudBay Minerals Inc.,2013,8634,Canada,Materials,HBM CN,CA4436281022,133263,2187,NA,2014,135450
Hulamin,2013,8641,South Africa,Materials,HLM SJ,ZAE000096210,98532,254349,NA,2014,352881
Humana Inc.,2013,8644,USA,Health Care,HUM US,US4448591028,17542,130808,351,2014,148701
Apple Inc.,2013,865,USA,Information Technology,AAPL US,US0378331005,30393,91505,17236,2014,139134
Hunting,2013,8657,United Kingdom,Energy,HTG LN,GB0004478896,8309,33544,NA,2014,41853
Huhtamäki Oyj,2013,8662,Finland,Materials,HUH1V FH,FI0009000459,202082,709059,NA,2014,911141
SK Hynix,2013,8663,South Korea,Information Technology,000660 KS,KR7000660001,1925483,2568824,NA,2014,4494307
Huntington Bancshares Incorporated,2013,8670,USA,Financials,HBAN US,US4461501045,11064,76370,NA,2014,87434
Husky Energy Inc.,2013,8675,Canada,Energy,HSE CN,CA4480551031,11270000,2450000,204000,2014,13924000
Applied Materials Inc.,2013,868,USA,Information Technology,AMAT US,US0382221051,46358,146917,NA,2014,193275
Hyprop Investments Ltd,2013,8688,South Africa,Financials,HYP SJ,ZAE000190724,6571,35738,NA,2015,42309
Hyundai E&C,2013,8696,South Korea,Industrials,000720 KS,KR7000720003,14090,37568,NA,2014,51658
Hyundai Heavy Industries,2013,8697,South Korea,Industrials,009540 KS,KR7009540006,393140,552964,NA,2014,946104
Iberdrola SA,2013,8698,Spain,Utilities,IBE SM,ES0144580Y14,31846355,997121,NA,2014,32843476
A2A,2013,87,Italy,Utilities,A2A IM,IT0001233417,6862002,174853,723900,2014,7760755
Hyundai Motor Company,2013,8708,South Korea,Consumer Discretionary,005380 KS,KR7005380001,841978,1598307,NA,2014,2440285
"Hyundai Securities Co., Ltd.",2013,8709,South Korea,Financials,003450 KS,KR7003450004,134,9051,NA,2014,9185
"Hyundai Marine & Fire Insurance Co., Ltd.",2013,8710,South Korea,Financials,001450 KS,KR7001450006,2951,20262,NA,2014,23213
Hyundai Merchant Marine,2013,8712,South Korea,Industrials,011200 KS,KR7011200003,6303853,27758,NA,2014,6331611
Hyundai Mobis,2013,8713,South Korea,Consumer Discretionary,012330 KS,KR7012330007,51615,325628,NA,2014,377243
Hyundai Steel,2013,8719,South Korea,Materials,004020 KS,KR7004020004,11241345,4969939,NA,2014,16211284
IAMGOLD Corporation,2013,8724,Canada,Materials,IMG CN,CA4509131088,367341,4448,NA,2014,371789
"Ibiden Co., Ltd.",2013,8732,Japan,Technology Hardware & Equipment,4062 JP,JP3148800000,147200,493700,NA,2016,640900
ICADE,2013,8741,France,Financials,ICAD FP,FR0000035081,3015,271688,NA,2014,274703
ICAP,2013,8751,United Kingdom,Financials,IAP LN,GB0033872168,821,17828,NA,2014,18649
Idacorp Inc,2013,8770,USA,Utilities,IDA US,US4511071064,7204042,10847,NA,2014,7214889
IDBI Bank Ltd,2013,8784,India,Financials,IDBI IN,INE008A01015,0,58943,NA,2014,58943
Progressive Waste Solutions Ltd.,2013,8806,Canada,Industrials,BIN CN,CA74339G1019,2628395,23898,NA,2014,2652293
Impala Platinum Holdings,2013,8825,South Africa,Materials,IMP SJ,ZAE000083648,369865,2544209,NA,2015,2914074
Impax Environmental Markets,2013,8827,United Kingdom,Financials,IEM LN,GB0031232498,0,53,NA,2014,53
Imerys,2013,8831,France,Materials,NK FP,FR0000120859,1702012,1071425,114752,2014,2888189
IHI Corporation,2013,8833,Japan,Industrials,7013 JP,JP3134800006,70645,172021,NA,2014,242666
IMI plc,2013,8836,United Kingdom,Industrials,IMI LN,GB00BGLP8L22,21500,47500,NA,2014,69000
IGM Financial Inc.,2013,8838,Canada,"Banks, Diverse Financials, Insurance",IGM CN,CA4495861060,2315,17,NA,2017,2332
Illovo Sugar Ltd,2013,8868,South Africa,Consumer Staples,ILV SJ,ZAE000083846,385084,164917,6578780,2014,7128781
Independence Group,2013,8878,Australia,Materials,IGO AU,AU000000IGO4,39210,16976,NA,2015,56186
Imperial Holdings,2013,8881,South Africa,Consumer Discretionary,IPL SJ,ZAE000067211,924771,209898,NA,2014,1134669
Imperial Tobacco Group,2013,8884,United Kingdom,Consumer Staples,IMT LN,GB0004544929,159222,161417,NA,2015,320639
Imperial Oil,2013,8886,Canada,Energy,IMO CN,CA4530384086,10495008,1578680,NA,2014,12073688
Salini Impregilo S.p.A.,2013,8892,Italy,Industrials,SAL IM,NA,328963,89037,NA,2015,418000
Incitec Pivot,2013,8914,Australia,Materials,IPL AU,AU000000IPL1,2362749,370144,NA,2014,2732893
Arcadis,2013,894,Netherlands,Industrials,ARCAD NA,NL0006237562,16555,24441,481,2014,41477
Arcelor Mittal South Africa Ltd,2013,898,South Africa,Materials,ACL SJ,ZAE000134961,11541853,3657746,NA,2014,15199599
ARC Resources Ltd.,2013,902,Canada,Energy,ARX CN,CA00208D4084,643647,402479,NA,2014,1046126
Indian Hotels Co.,2013,9025,India,Consumer Discretionary,IH IN,INE053A01029,92544,258874,NA,2014,351418
Indian Oil Corporation,2013,9026,India,Energy,IOCL IN,INE242A01010,13936435,69946,NA,2015,14006381
INDRA A,2013,9028,Spain,Information Technology,IDR SM,ES0118594417,6427,25891,NA,2014,32318
Inditex,2013,9031,Spain,Consumer Discretionary,ITX SM,ES0148396015,22525,283465,NA,2014,305990
ING Group,2013,9033,Netherlands,Financials,INGA NA,NL0000303600,29463,59020,NA,2014,88483
Industrial Alliance Insurance and Financial Services Inc.,2013,9037,Canada,Financials,IAG CN,CA4558711038,334,101,NA,2014,435
Arcelor Mittal,2013,904,Luxembourg,Materials,MT NA,LU0323134006,161815588,18209054,NA,2014,180024642
INDUS Holding AG,2013,9044,Germany,Industrials,INH GR,DE0006200108,21913,43284,25,2014,65222
Industrial Bank of Korea,2013,9050,South Korea,Financials,024110 KS,KR7024110009,13070,49784,NA,2014,62854
Industrivärden,2013,9054,Sweden,Financials,INDUA SS,SE0000190126,0,29,NA,2014,29
Infigen Energy,2013,9055,Australia,Utilities,IFN AU,AU000000IFN8,536,12694,NA,2015,13230
Industrias Peñoles,2013,9065,Mexico,Materials,PE&OLES* MM,MXP554091415,680973,1602082,NA,2014,2283055
Infosys Limited,2013,9080,India,Information Technology,INFO IN,INE009A01021,23910,145402,NA,2014,169312
IDFC Ltd,2013,9085,India,Financials,IDFC IN,INE043D01016,163,2991,NA,2014,3154
Ingersoll-Rand Co. Ltd.,2013,9103,Ireland,Industrials,IR US,IE00B6330302,441046,256589,NA,2015,697635
Inmarsat,2013,9112,United Kingdom,Telecommunication Services,ISAT LN,GB00B09LSH68,1396,17932,NA,2015,19328
Archer Daniels Midland,2013,912,USA,Consumer Staples,ADM US,US0394831020,14832646,2820056,5438836,2014,23091538
Inpex Corporation,2013,9134,Japan,Energy,1605 JP,JP3294460005,610000,42100,NA,2014,652100
International Business Machines (IBM),2013,9284,USA,Information Technology,IBM US,US4592001014,514464,1978594,NA,2014,2493058
"Integrys Energy Group, Inc.",2013,9296,USA,Utilities,TEG US,US45822P1057,10895037,NA,NA,2014,10895037
Intel Corporation,2013,9298,USA,Information Technology,INTC US,US4581401001,756280,936448,NA,2014,1692728
Intact Financial Corporation,2013,9310,Canada,Financials,IFC CN,CA45823T1066,6969,9026,NA,2014,15995
Insurance Australia Group,2013,9312,Australia,Financials,IAG AU,AU000000IAG3,9181,32947,NA,2015,42128
Invesco Ltd,2013,9327,USA,Financials,IVZ US,BMG491BT1088,19855,3061,NA,2014,22916
International Flavors & Fragrances Inc.,2013,9336,USA,Materials,IFF US,US4595061015,108276,128551,NA,2014,236827
Aristocrat Leisure,2013,934,Australia,Consumer Discretionary,ALL AU,AU000000ALL7,NA,NA,NA,2014,0
International Paper Company,2013,9352,USA,Materials,IP US,US4601461035,10100000,5660000,34090000,2014,49850000
Intertek Group,2013,9359,United Kingdom,Industrials,ITRK LN,GB0031638363,66598,145048,491,2014,212137
Intesa Sanpaolo S.p.A,2013,9363,Italy,Financials,ISP IM,IT0000072618,59041,52695,NA,2014,111736
Intuit Inc.,2013,9366,USA,Information Technology,INTU US,US4612021034,5464,31122,NA,2014,36586
Ipsos,2013,9425,France,Consumer Discretionary,IPS FP,FR0000073298,7073,15013,NA,2014,22086
ARKEMA,2013,943,France,Materials,AKE FP,FR0010313833,4710000,NA,NA,2014,4710000
ARM Holdings,2013,950,United Kingdom,Information Technology,ARM LN,GB0000595859,513,10554,NA,2014,11067
Isagen S.A. E.S.P.,2013,9519,Colombia,Utilities,ISAGEN CB,COE16PA00016,788777,5201,NA,2014,793978
ITE Group,2013,9533,United Kingdom,Consumer Discretionary,ITE LN,GB0002520509,400,753,NA,2015,1153
ITC Limited,2013,9535,India,Consumer Staples,ITC IN,INE154A01025,1234128,176649,742220,2014,2152997
Italcementi,2013,9574,Italy,Materials,IT IM,IT0001465159,28553554,2209161,617433,2014,31380148
Itausa Investimentos Itau S.A.,2013,9577,Brazil,Financials,ITSA4 BZ,BRITSAACNPR7,366658,216121,594225,2014,1177004
Itaú Unibanco Holding S.A.,2013,9578,Brazil,Financials,ITUB4 BZ,BRITUBACNPR1,16174,69577,17578,2014,103329
J MURPHY & SONS LTD,2013,9625,United Kingdom,Industrials,4155861Z LN,NA,37934,2285,NA,2014,40219
"Jabil Circuit, Inc.",2013,9638,USA,Information Technology,JBL US,US4663131039,37723,848937,NA,2014,886660
Japan Tobacco Inc.,2013,9712,Japan,Consumer Staples,2914 JP,JP3726800000,391187,407652,53078,2014,851917
JBS S/A,2013,9730,Brazil,Consumer Staples,JBSS3 BZ,BRJBSSACNOR8,3877792,1478012,2251296,2014,7607100
JCDecaux SA.,2013,9731,France,Consumer Discretionary,DEC FP,FR0000077919,31840,153638,NA,2014,185478
JDS Uniphase Corp.,2013,9736,USA,Information Technology,JDSU US,US46612J5074,5068,41848,NA,2014,46916
JENOPTIK AG,2013,9743,Germany,Information Technology,JEN GR,DE0006229107,16686,NA,NA,2014,16686
Jerónimo Martins SGPS SA,2013,9747,Portugal,Consumer Staples,JMT PL,PTJMT0AE0001,251019,725580,NA,2014,976599
JKX Oil and Gas,2013,9780,United Kingdom,Energy,JKX LN,GB0004697420,330057,848,NA,2014,330905
JM AB,2013,9785,Sweden,Consumer Discretionary,JM SS,SE0000806994,4934,2041,650,2014,7625
Johnson Matthey,2013,9792,United Kingdom,Materials,JMAT LN,GB00B70FPS60,164808,252860,NA,2014,417668
John Laing,2013,9810,United Kingdom,Financials,LNGO LN,GB0005007371,19736,90314,NA,2014,110050
Johnson & Johnson,2013,9829,USA,Health Care,JNJ US,US4781601046,350722,846469,NA,2014,1197191
Johnson Controls,2013,9831,USA,Consumer Discretionary,JCI US,US4783661071,862617,1443211,5588,2014,2311416
JSW Steel,2013,9834,India,Materials,JSTL IN,INE019A01020,20489737,1258705,5853,2014,21754295
LIXIL Group Corporation,2013,9863,Japan,Industrials,5938 JP,JP3626800001,369978,439395,NA,2014,809373
JSE Ltd,2013,9865,South Africa,Financials,JSE SJ,ZAE000079711,16,9425,NA,2014,9441
JPMorgan Chase & Co.,2013,9871,USA,Financials,JPM US,US46625H1005,85950,1092558,NA,2014,1178508
Kaba Holding AG,2013,9885,Switzerland,Industrials,KABN SW,CH0011795959,10058,32778,NA,2014,42836
Jubilant Life Sciences Ltd,2013,9888,India,Industrials,JOL IN,INE700A01033,917000,120000,12000,2014,1049000
"Juniper Networks, Inc.",2013,9902,USA,Information Technology,JNPR US,US48203R1041,4081,94822,NA,2014,98903
"The Juroku Bank, Ltd.",2013,9909,Japan,Financials,8356 JP,JP3392600007,10570,10570,NA,2014,21140
"Asahi Group Holdings, Ltd.",2013,992,Japan,Consumer Staples,2502 JP,JP3116000005,313000,222000,NA,2014,535000
Karoon Gas Australia,2013,9925,Australia,Energy,KAR AU,AU000000KAR6,44200,205,NA,2015,44405
"Asahi Glass Co., Ltd.",2013,993,Japan,Industrials,5201 JP,JP3112000009,5270000,4550000,NA,2014,9820000
Asahi Kasei Corporation,2013,994,Japan,Materials,3407 JP,JP3111200006,3096506,1566234,NA,2014,4662740
KAO Corporation,2013,9956,Japan,Consumer Staples,4452 JP,JP3205800000,629000,358000,71500,2014,1058500
Kajima Corporation,2013,9962,Japan,Industrials,1812 JP,JP3210200006,240620,67946,482,2014,309048
KB Financial Group,2013,9979,South Korea,Financials,105560 KS,KR7105560007,17194,109060,NA,2014,126254
"Kawasaki Kisen Kaisha, Ltd.",2013,9988,Japan,Industrials,9107 JP,JP3223800008,11416495,514,NA,2014,11417009
"Kawasaki Heavy Industries, Ltd.",2013,9992,Japan,Industrials,7012 JP,JP3224200000,183434,294278,NA,2014,477712
KBC Group,2013,9993,Belgium,Financials,KBC BB,BE0003565737,25166,0,NA,2014,25166
KDDI Corporation,2013,9995,Japan,Telecommunication Services,9433 JP,JP3496400007,4028,1065979,NA,2014,1070007
Kasikornbank,2014,10000,Thailand,Financials,KBANK TB,TH0016010009,7234,68163,NA,2015,75397
KCC,2014,10032,South Korea,Industrials,002380 KS,KR7002380004,931080,341154,NA,2015,1272234
Kellogg Company,2014,10056,USA,Consumer Staples,K US,US4878361082,573329,736284,NA,2015,1309613
Kemira Corporation,2014,10062,Finland,Materials,KRA1V FH,FI0009004824,143551,771305,NA,2015,914856
Bentall Kennedy,2014,10067,Canada,Financials,0273412D CN,NA,0,0,NA,2015,0
Kier Group,2014,10071,United Kingdom,Industrials,KIE LN,GB0004915632,134469,16021,NA,2015,150490
Kesko Corporation,2014,10095,Finland,Consumer Staples,KESBV FH,FI0009000202,44005,161722,NA,2015,205727
KeyCorp,2014,10109,USA,Financials,KEY US,US4932671088,13583,62694,NA,2015,76277
Keyera Corp.,2014,10117,Canada,Oil & Gas,KEY CN,CA4932711001,1736049,420142,NA,2016,2156191
Kirin Holdings Co Ltd,2014,10132,Japan,Consumer Staples,2503 JP,JP3258000003,477767,623976,1327,2015,1103070
Kikkoman Corporation,2014,10135,Japan,Consumer Staples,2801 JP,JP3240400006,68790,41554,3931,2015,114275
Kimco Realty,2014,10143,USA,Financials,KIM US,US49446R1095,2711,62799,NA,2015,65510
Kimberly-Clark Corporation,2014,10148,USA,Consumer Staples,KMB US,US4943681035,2213712,2713884,391642,2015,5319238
Kingfisher,2014,10156,United Kingdom,Consumer Discretionary,KGF LN,GB0033195214,142349,307850,NA,2015,450199
Kingspan Group PLC,2014,10162,Ireland,Industrials,KSP ID,IE0004927939,39228,36374,NA,2015,75602
Ashland Inc.,2014,1017,USA,Materials,ASH US,US0442091049,480000,780000,NA,2015,1260000
Kinross Gold Corporation,2014,10175,Canada,Materials,K CN,CA4969024047,736602,635188,NA,2015,1371790
Kintetsu Corporation,2014,10177,Japan,Industrials,9041 JP,JP3260800002,39344,487061,NA,2015,526405
Kiwi Property Group,2014,10194,New Zealand,Financials,KPG NZ,NZKIPE0001S5,843,2529,NA,2015,3372
Klabin S/A,2014,10202,Brazil,Materials,KLBN4 BZ,BRKLBNACNPR9,426985,146887,2769411,2015,3343283
KLEEN STRIKE (UK) ltd,2014,10204,United Kingdom,Industrials,NA,NA,4,10,NA,2015,14
Klepierre,2014,10205,France,Financials,LI FP,FR0000121964,14025,67262,NA,2015,81287
Klöckner & Co SE,2014,10213,Germany,Industrials,KCO GR,DE000KC01000,0,NA,NA,2015,0
KLP,2014,10216,Norway,Financials,UNLS,NA,23,301,NA,2015,324
KNOLL INC,2014,10222,USA,Industrials,KNL US,US4989042001,18171,36108,NA,2015,54279
Korea Gas Corp,2014,10227,South Korea,Utilities,036460 KS,KR7036460004,545645,345135,NA,2015,890780
Kohl's Corporation,2014,10233,USA,Consumer Discretionary,KSS US,US5002551043,40510,767718,NA,2015,808228
"Kokuyo Co., Ltd.",2014,10234,Japan,Industrials,7984 JP,JP3297000006,8796,36703,NA,2015,45499
Komatsu Ltd.,2014,10239,Japan,Industrials,6301 JP,JP3304200003,105506,302884,71,2015,408461
Komax AG,2014,10246,Switzerland,Industrials,KOMN SW,CH0010702154,274,1861,NA,2015,2135
Kone Oyj,2014,10250,Finland,Industrials,KNEBV FH,FI0009013403,96900,40600,NA,2015,137500
Konecranes,2014,10254,Finland,Industrials,KCR1V FH,FI0009005870,46900,16800,NA,2015,63700
Kongsberg Gruppen ASA,2014,10258,Norway,Industrials,KOG NO,NO0003043309,941,10185,NA,2015,11126
"Konica Minolta, Inc.",2014,10261,Japan,Information Technology,4902 JP,JP3300600008,171425,227499,647,2015,399571
Kontron AG,2014,10264,Germany,Information Technology,KBC GR,DE0006053952,1425,2347,NA,2015,3772
Korea Electric Power Corp,2014,10268,South Korea,Utilities,015760 KS,KR7015760002,1282031,144329,NA,2015,1426360
Kotak Mahindra Bank,2014,10295,India,Financials,KMB IN,INE237A01028,33,15138,NA,2015,15171
Kuoni Travel Holding Ltd.,2014,10303,Switzerland,Consumer Discretionary,KUNN SE,CH0003504856,291102,26768,NA,2015,317870
Kraft Foods,2014,10312,USA,Consumer Staples,KRFT US,US50076Q1067,400408,628442,6700,2015,1035550
Krasnoyarskaya GES OAO,2014,10316,Russia,Utilities,7230609Z RU,RU0009085922,0,0,NA,2015,0
Kurita Water Industries Ltd.,2014,10320,Japan,Industrials,6370 JP,JP3270000007,26763,162348,NA,2015,189111
Kroger,2014,10331,USA,Consumer Staples,KR US,US5010441013,2264003,4141082,NA,2015,6405085
Krones AG,2014,10334,Germany,Industrials,KRN GR,DE0006335003,10189,25121,NA,2015,35310
KSB AG,2014,10336,Germany,Industrials,KSB GR,DE0006292006,13286,21515,NA,2015,34801
KT Corporation,2014,10338,South Korea,Telecommunication Services,030200 KS,KR7030200000,44073,1044655,NA,2015,1088728
Kuehne + Nagel International AG,2014,10346,Switzerland,Industrials,KNIN VX,CH0025238863,66087,134176,59600,2015,259863
Kubota Corporation,2014,10347,Japan,Industrials,6326 JP,JP3266400005,363800,353600,12,2015,717412
Kumba Iron Ore,2014,10350,South Africa,Materials,KIO SJ,ZAE000085346,669441,544942,NA,2015,1214383
L'Oréal,2014,10389,France,Consumer Staples,OR FP,FR0000120321,63540,140884,13149,2015,217573
Lafarge S.A.,2014,10418,France,Materials,LG FP,FR0000120537,93291277,8441629,2772025,2015,104504931
Land Securities,2014,10453,United Kingdom,Financials,LAND LN,GB0031809436,13926,64095,NA,2015,78021
Asics Corporation,2014,1046,Japan,Consumer Discretionary,7936 JP,JP3118000003,5612,17368,NA,2015,22980
LANXESS AG,2014,10480,Germany,Materials,LXS GR,DE0005470405,1762000,2886000,217000,2015,4865000
Larsen & Toubro,2014,10484,India,Construction & Engineering,LT IN,INE018A01030,381690,295345,NA,2016,677035
Lassila & Tikanoja,2014,10492,Finland,Industrials,LAT1V FH,FI0009010854,44446,7584,NA,2015,52030
Las Vegas Sands Corporation,2014,10494,USA,Consumer Discretionary,LVS US,US5178341070,236008,846657,3,2015,1082668
Astellas Pharma Inc.,2014,1051,Japan,Health Care,4503 JP,JP3942400007,102978,150693,3290,2015,256961
"LAWSON, Inc.",2014,10511,Japan,Food & Staples Retailing,2651 JP,JP3982100004,6000,19500,NA,2016,25500
Astra International,2014,1053,Indonesia,Consumer Discretionary,ASII IJ,ID1000122807,NA,NA,NA,2015,0
"Leggett & Platt, Inc.",2014,10608,USA,Consumer Discretionary,LEG US,US5246601075,NA,NA,NA,2015,0
LEGRAND,2014,10609,France,Industrials,LR FP,FR0010307819,53528,109334,NA,2015,162862
"Legg Mason, Inc.",2014,10612,USA,Financials,LM US,US5249011058,195,4211,NA,2015,4406
Lerøy Seafood Group,2014,10632,Norway,Consumer Staples,LSG NO,NO0003096208,12185,8712,NA,2015,20897
Intu Properties plc,2014,10649,United Kingdom,Financials,INTU LN,GB0006834344,4808,33115,NA,2015,37923
Assa Abloy,2014,1065,Sweden,Industrials,ASSAB SS,SE0000255648,294650,169001,670,2015,464321
Liberty Holdings Ltd (incorporating Liberty Life Group Ltd),2014,10650,South Africa,Financials,LBH SJ,ZAE000127148,2511,40224,NA,2015,42735
Levi Strauss & Co.,2014,10661,USA,Consumer Discretionary,8089Z US,NA,11906,56986,NA,2015,68892
"Lexmark International, Inc.",2014,10666,USA,Information Technology,LXK US,US5297711070,20461,100036,NA,2015,120497
LG Chem Ltd,2014,10667,South Korea,Materials,051910 KS,KR7051910008,4651781,3732577,NA,2015,8384358
LG,2014,10668,South Korea,Industrials,003550 KS,KR7003550001,1640091,1649812,NA,2015,3289903
